plate,City Name,latitude,Longitude
121,Lieyu,22.803694,108.3323803
122,Kilinochchi,9.4015239,80.3887117
123,Huangdu,28.39571,107.752611
124,Registro,-24.5002295,-47.8448116
125,Guancangping,28.51845,110.278039
126,Choco,-15.576624,-72.1293262
127,Áthyra,40.8262403,22.592555
128,Gondang,-7.4417327,111.1056539
129,Hällefors,59.7714743,14.5276579
130,Banjar Brahmanabukit,-8.4399,115.3561
131,Loutrá,39.9276561,23.5860574
132,Wuqiao,37.627661,116.391507
133,Tamberías,-31.5868009,-68.5173853
134,Jongīyeh,31.25583,48.61667
135,Mayenne,47.854132,-0.607106
136,Além do Rio,40.6043141,-7.9783991
137,San Gregorio,14.6861696,120.9975866
138,Paris 08,43.4945737,5.8978018
139,Tcholliré,8.3976116,14.1727518
140,Funes,1.001167,-77.448926
141,Plumtree,-20.488399,27.8018337
142,Temirgoyevskaya,45.1099574,40.2950699
143,Al Qurayn,26.0172503,43.3584284
144,Cabeçudos,41.3718791,-8.5085734
145,Napanee Downtown,43.6505222,-79.3990401
146,Bratislava,48.1722347,17.2054874
147,Sinyavino,59.9080511,31.0722897
148,Conchagua,13.3050684,-87.8660235
149,Jiajiaying,22.7843398,114.0486176
150,Melres,41.0751029,-8.3842718
151,Yanzhao,35.553144,116.783833
152,Buđanovci,44.8948219,19.8640376
153,Hamburg Bramfeld,53.607925,10.0852568
154,Betioky,-23.7219872,44.3827547
155,Alangilanan,10.6713871,123.0555033
156,Naval,11.562733,124.3973046
157,Pangkalan,-2.688962,111.622398
158,Vesoul,47.6022755,6.2194418
159,Paraíso,9.0343296,-79.4942916
160,Upton,53.6190091,-1.2780726
161,Markaz-e Woluswalī-ye Āchīn,34.12583,70.70778
162,Kuala Lumpur,3.1523104,101.7178316
163,Évreux,49.0261841,1.1518478
164,Lodwar,3.1155165,35.6040785
165,Tayu,-6.534094,111.0341183
166,Hong’an Chengguanzhen,31.273176,114.603098
167,Las Heras,-34.6824081,-58.5146668
168,Gros Morne,19.6677746,-72.6757236
169,Nangkasari,-6.3865373,107.4010519
170,Pondokwungu,-6.2102916,106.9833084
171,Norrköping,58.5812006,16.1481061
172,Xarrë,39.7271767,20.0598549
173,Pinrang,-3.6483486,119.5571677
174,Moriyama,35.1973352,136.9552596
175,Cikarang,-6.3079232,107.172085
176,Cerro de Pasco,-10.6776695,-76.2612763
177,Jingling,30.96187,113.378132
178,Kute,-8.7223957,115.1767095
179,Mae Charim,18.601533,100.980225
180,Tengger,-7.221562,111.759598
181,Otuzco,-7.9035359,-78.5646656
182,Salcedo,14.5560877,121.0155081
183,Kurnāz,35.3837308,36.4851204
184,San Carlos,-17.4047609,-63.7311505
185,Satowebrang,-8.416,117.1266
186,Yangi-Nishon Shahri,38.64501,65.68952
187,Lanzhong,31.558356,106.005046
188,Paranaíba,-19.67511,-51.1913338
189,General Alvear,-34.8411832,-58.4389753
190,Kangar,6.4387946,100.1947477
191,Kishi,9.0866702,3.8502617
192,Jalapa,13.9214806,-86.1268337
193,Iktābah,32.3266,35.05262
194,Tāklisah,36.792339,10.6295091
195,Podgorenskiy,50.3485458,39.6505372
196,Karpogory,64.00189,44.44513
197,Prachin Buri,14.1060399,101.3470213
198,Wulan Hada,43.915618,113.873272
199,Krojo,-6.076643,106.4288088
200,Jackson,32.2821952,-90.2291565
201,Bené Beraq,32.084932,34.835226
202,Xiali,36.39141,116.632262
203,Gulai,22.975052,106.342399
204,Kompóti,39.1020713,21.0837161
205,Examília,37.8967329,22.9286014
206,Flin Flon,54.7769326,-101.8448368
207,Cruzeiro do Sul,-29.5137043,-51.99249
208,Alexandria,31.319438,-92.4672927
209,Yuanqiao,32.5639,120.396768
210,Moutsamoudou,-12.1695811,44.40047
211,Santa Maria,14.5806413,121.0036417
212,Siyabuswa,-26.5325948,29.0706468
213,Casais Baleal,39.3688081,-9.3284939
214,Purda,53.7109905,20.6879247
215,Côte-Saint-Luc,45.46536,-73.66585
216,Kostrovo,54.6744703,20.1340172
217,Hirosaki,35.0346917,137.0871404
218,Bulbul,36.7711541,36.8182983
219,Knoxville,35.9787718,-84.1329595
220,Mamoudzou,-12.7787793,45.2237713
221,Ar Riqqah,29.14583,48.09472
222,Lipa City,13.950488,121.157258
223,Nouna,12.7430244,-3.8553507
224,Bejuco,8.606157,-79.8884819
225,Upig,15.0252615,120.9900454
226,Delmiro Gouveia,-9.3863122,-37.9926586
227,Stanley,-51.6977129,-57.8516627
228,Kore,-8.3993683,118.2702036
229,Borovskiy,57.0473862,65.7110972
230,Anserma,5.242598,-75.781831
231,Busilak,14.5725312,121.0378426
232,Xiangcunxiang,22.5763579,114.1250349
233,Artashat,39.9535181,44.5519782
234,Paris 11,48.8610504,2.3237084
235,Biggar,52.0668,-108.00135
236,Yermolayevo,52.7038839,55.8511258
237,Zangkaxa,3.5981582,98.6824005
238,Ehu,28.3079856,117.697041
239,Paraparaumu,-40.9026164,174.9939663
240,Tavira,37.1306168,-7.650062
241,Badāmā,35.8115637,36.2020473
242,Dawangzhuang,40.385424,115.869854
243,Atsipópoulon,35.3527256,24.4345055
244,Haiyan,30.526435,120.946263
245,Kolokani,13.5733993,-8.0328815
246,Jastrowie,53.42049,16.81504
247,Kaset Wisai,15.6580509,103.6131203
248,Shuanggang,39.042852,117.318781
249,Zhangcheng,33.956463,116.125839
250,Cipari Satu,-7.428179,108.7437098
251,Punkaharju,61.7904399,29.3146856
252,Zaymishche,51.6591155,39.0641146
253,Muarabuliti,-3.2486,103.0335
254,Laironja,-10.0798,120.2781
255,Laguna Salada,19.6478178,-71.0998393
256,Smyga,50.2414199,25.7622611
257,Một Ngàn,9.9372776,105.6236585
258,Mataya,7.5166669,124.3666687
259,Santa Rosa,38.43923,-122.6673018
260,Satowebrang,-8.416,117.1266
261,Gandusari,-8.1264039,111.7018452
262,Straszyn,54.2787562,18.5760979
263,Malczyce,51.1811979,16.4883489
264,Sterlitamak,53.621506,55.910876
265,Aozou,21.8163242,17.4307172
266,Legionowo,52.4198041,20.9258628
267,Gardawice,50.111779,18.7966419
268,Mayo,6.6802044,101.4112049
269,Congkar,-6.1226719,106.8902366
270,Chandal Bā’ī,34.58469,68.95524
271,Peristerá,40.5495165,23.1657758
272,Hirosaki,35.0346917,137.0871404
273,San Isidro de Lules,-26.924287,-65.3379779
274,Buyun,30.839274,104.406708
275,Nanae,35.7390788,140.3438019
276,Si Mahosot,13.8524315,101.4230264
277,Sentieiras,39.5245194,-8.1915991
278,Yabuli,44.780865,128.447649
279,Fraile Pintado,-24.2716948,-65.222248
280,Malaryta,51.7925615,24.0739629
281,Seremban,2.8197885,101.9975866
282,Phumĭ Véal Srê,13.216667,105.266667
283,Greensboro,36.1857974,-79.8184684
284,Kendung Timur,-6.9185,113.3676
285,Santo Niño,14.3839328,121.050126
286,Bara Datu,-4.6772418,104.5422225
287,Peimei,28.628189,117.117138
288,Amvrosiyivka,47.8018062,38.4885354
289,Trashigang,27.3325014,91.5523435
290,Port Antonio,18.1712764,-76.4476321
291,Mandi Bahāuddīn,32.5992796,73.4803095
292,Sasolburg,-26.2171929,28.327702
293,Anrong,22.851846,110.86585
294,Lyon,45.6326302,4.909835
295,Valle Grande,-34.5128294,-58.5125025
296,Mardzad,45.95,102.05
297,Marialva,-23.5266796,-51.8311441
298,Söderhamn,61.2698079,17.09514
299,Viškovci,45.3218651,17.7681327
300,Bancar,-6.8138954,111.7376178
301,Prokhorovka,51.03701,36.7302535
302,Gorna Oryakhovitsa,41.9250632,25.5508839
303,An Naşşārīyah,32.23647,35.38711
304,Prienai,54.632212,23.9452683
305,Gangba,28.274601,88.520031
306,Ranisoba,-8.8231,121.0194
307,Jepuro,-6.7282418,111.1447759
308,Kabba,7.8231145,6.0732146
309,Jovellanos,22.8080569,-81.1940404
310,Lis,41.6283339,20.0911222
311,Thị Trấn Tân Yên,21.3785203,106.0875326
312,Pacobamba,-12.8435129,-74.569682
313,Cajamarca,-7.1617465,-78.5127855
314,Marteleira,39.2126147,-9.2845234
315,Frankfurt am Main,50.041381,8.5800547
316,Nezlobnaya,44.1201864,43.4017398
317,Czechowice-Dziedzice,49.8917522,19.0205284
318,Khakhea,-24.700428,23.507374
319,Xiapu,26.885704,120.005147
320,Katyr-Yurt,43.1697579,45.3686414
321,Estoi,37.0938859,-7.8946433
322,Si Wilai,18.2505167,103.4910621
323,Thị Trấn Triệu Sơn,19.8512387,105.5708865
324,Valle San Francisco,12.5258542,-86.2907568
325,Saari,61.2318649,26.1741559
326,Kario,24.7740708,68.488659
327,Del Valle,25.6564843,-100.3694401
328,Castelo,41.1279946,-7.9859629
329,Akwanga,8.9066616,8.4074573
330,Governador Valadares,-18.8549317,-41.9559233
331,Hucun,25.702973,118.368684
332,Trelew,-38.7029444,-62.2654522
333,Skövde,58.3493356,13.8300629
334,Pilot Butte,50.46678,-104.41778
335,Srednebelaya,50.65854,128.00932
336,Los Rastrojos,10.502717,-67.329117
337,Brandfort,-28.6903818,26.4577466
338,San Luis,8.47834,125.743983
339,La Jagua de Ibirico,9.5608923,-73.3384471
340,Shiqiao,22.948016,113.366904
341,Kakamas,-28.672732,20.4284431
342,Rote,-10.7386421,123.1239049
343,Fatualam,-9.487325,124.5500146
344,Žatec,49.2063442,15.5089055
345,Salima,-13.7795533,34.458641
346,Wonocolo,-7.3198199,112.7420274
347,Berezanka,46.8584087,31.3849652
348,Dimitrovgrad,42.1400691,25.5719576
349,Ayacucho,-13.1638737,-74.2235641
350,Belleville,44.165829,-77.3956004
351,Las Tablas,7.7657031,-80.2711588
352,Hepu,21.660935,109.207335
353,Novobeysugskaya,45.4744072,39.8789122
354,Tongda,22.280318,114.17162
355,Nueva Esperanza,25.7988666,-100.3926054
356,Oslo,59.9050895,10.7673005
357,Kansas City,39.06,-94.61
358,Tanahedang,-8.5534,122.9028
359,Gradec,41.8984166,20.905252
360,Neringa,54.6879925,25.2760017
361,Mistrató,5.459089,-76.01598
362,Changzheng,31.23285,121.467218
363,Mat-i,8.1142739,123.9026495
364,Hacıqabul,40.039377,48.9202533
365,Huotian,26.930956,113.717886
366,Balung,-8.2637032,113.5371368
367,Jieshipu,28.262375,109.698015
368,Volodarsk,56.2533676,43.1585921
369,Verblyany,50.0478165,23.4271937
370,Rawuk,-8.792325,120.960602
371,Shreveport,32.4545928,-93.7079745
372,Beiqiao,22.928305,113.207187
373,Memória,39.7847567,-8.6496676
374,Sikasso,11.3223834,-5.6983979
375,Bozoum,6.3188032,16.3758145
376,Hoàn Kiếm,21.027964,105.8510132
377,Juntang,31.031384,118.712281
378,Cantao-an,10.2593261,123.7567626
379,Yegorlykskaya,55.3700696,39.0644305
380,Zahvizdya,48.9240653,24.6653537
381,Kauniainen,60.2093922,24.7375208
382,Abeokuta,7.1453088,3.3590446
383,Tagdanua,14.6484972,121.0782757
384,Lérida,4.860823,-74.912667
385,Baipenzhu,23.067896,115.027634
386,Tudela,8.235581,123.8545713
387,Xinquan,27.519549,114.073416
388,Okakarara,-20.5907049,17.4588131
389,Kawaguchi,38.7933106,140.2234077
390,Sokolov,50.1745286,12.6598918
391,Nabire,-3.5095462,135.7520985
392,Curumaní,9.201062,-73.5425659
393,Amersfoort,52.1894953,5.3961917
394,Norberg,60.0114861,15.7899671
395,Revda,56.7558466,60.1103318
396,Akonolinga,3.7827632,12.2490697
397,Leiguan,22.24416,108.214158
398,Bol’shoye Selo,54.1439356,39.7408655
399,Ljupina,45.2188634,17.3811959
400,Piraquara,-25.4426635,-49.0628847
401,Kampene,-3.5943944,26.6700737
402,Trollhättan,58.276821,12.3176309
403,Lishui,28.46763,119.922796
404,Puncaksari,-6.989299,107.3922752
405,Kurovskoye,55.5739183,38.9204498
406,Blimbing,-7.9553448,112.649662
407,Arteni,40.2980046,43.765332
408,Milton,53.248446,-0.934063
409,Liutang,28.162833,113.643076
410,Zharrëz,40.7049862,19.6490516
411,Karangranjong,-5.0768453,105.0177539
412,Harrismith,-28.2999243,29.0081662
413,Yuxi,24.347324,102.527197
414,Jiuxi,30.1942963,120.1148934
415,Mao,14.1310247,15.3189726
416,Munggang,-6.7837708,107.8569988
417,Al Jadīd,32.8904175,13.2306332
418,Cikondang,-6.9401945,106.9247932
419,Nanyuan,39.7825,116.3877778
420,Pajé,-12.1768359,44.3862983
421,Yilongyong,42.629452,120.639361
422,Sinegorskiy,48.0158729,40.8393808
423,Talzemt,33.613239,-4.191742
424,Vilar do Pinheiro,41.2658376,-8.6729604
425,Krasne,48.9339587,23.1684533
426,Arani,-17.5706623,-65.7698663
427,Chengmen,25.991991,119.368971
428,Tampocon,9.8566537,123.1426191
429,Padre Bernardo,-15.158624,-48.2802925
430,Fuhai,47.111918,87.486703
431,Kungsbacka,57.50622,12.057449
432,Saray,40.5323093,49.710366
433,Chipinge,-20.1914261,32.6333973
434,Cali,3.4851908,-76.5112471
435,Saky,45.1310529,33.5941067
436,Tungi,23.8697964,90.4219444
437,Milíkov,49.5856494,18.7194407
438,Kara,9.546837,1.193264
439,Severomorsk,69.0603424,33.4168559
440,R S,21.2045417,72.839054
441,Fengshuling,30.235005,116.475481
442,Privodino,61.0816055,46.4952164
443,Gardēz,33.6042793,69.2281531
444,Muquiyauyo,-11.8163553,-75.4534081
445,Geita,-2.8850378,32.2313539
446,Huolongmen,49.806882,125.792864
447,Shkodër,42.0692985,19.5032559
448,Dalu,25.606486,100.267638
449,Zephyrhills,28.2107548,-82.2909146
450,Ibara,26.1737172,127.8081231
451,Shangping,22.974898,113.993115
452,Sovetskoye,52.2774362,85.4051549
453,Larvik,59.0524231,10.0275028
454,Tercena,38.7508367,-9.2843236
455,Star’,53.6182497,34.152126
456,Leština,49.8687831,16.9274876
457,Huatan,24.0288453,120.5624474
458,Kota Ternate,0.7710308,127.3695176
459,Byala Slatina,43.5066525,23.8635696
460,Al Khānkah,30.2182236,31.3579913
461,Javarthushuu,49.162849,112.819
462,Dobri Dol,41.8632851,20.9095433
463,Zhongshanlu,22.517585,113.39277
464,Tazhuang,26.05045,118.775821
465,Quaraí,-30.3845133,-56.4488086
466,Älvsjö,59.2883751,18.0250491
467,Ciervo Petiso,-26.58041,-59.63094
468,Ténenkou,14.4590296,-4.9169196
469,Svilajnac,44.24984,21.2008216
470,Honggang,46.398418,124.891039
471,Bendungan,-6.6658733,106.8635643
472,Kijang,35.24417,129.21389
473,Bjästa,63.2563101,18.4484104
474,Örebro,59.3283422,14.4819447
475,Zhongzhai,34.746611,113.625328
476,Corpus,13.2881184,-87.0336925
477,Fastiv,50.0637682,29.9049684
478,Itaporanga,-23.7047572,-49.4823246
479,Kingscourt,53.3500473,-6.2755912
480,Boston,35.9014983,-81.1381216
481,Torbay,47.6593594,-52.7383086
482,Vale das Mós,39.3438828,-8.0659871
483,Jiangjia,28.915608,118.579936
484,Nàng Mau,9.7494365,105.5327831
485,Zapala,-34.6091049,-58.7005845
486,Vis,43.0602104,16.1828781
487,Turpay,-14.23592,-72.629868
488,Ansongo,15.6729353,0.5045206
489,Tran,14.7572292,120.9644288
490,Gununglarang,-6.9401027,108.2318208
491,Az Zabadānī,33.7257889,36.104236
492,Želiv,49.5318094,15.2242807
493,Khantaghy,43.52639,68.5775
494,Busia,0.4607691,34.1114621
495,Yanjiang,30.108216,104.677091
496,Quartier Morin,19.6990411,-72.1579033
497,Cái Nhum,10.1775604,106.1125201
498,Arvika,59.6806933,12.4859801
499,Sabugal,40.3516608,-7.0895241
500,Rohia,35.6977766,9.1456153
501,Shiroi,36.1638733,137.4024848
502,Zhangguanying,40.316139,115.545296
503,Paitan Norte,16.5662,121.263
504,Sunjia,34.2589679,108.9773385
505,Santo Antônio do Amparo,-20.9475888,-44.913073
506,Custódia,-8.2197304,-37.7237678
507,Mekarsari,-8.3765619,115.1918802
508,Tobruk,32.0681759,23.941751
509,Lagoa do Itaenga,-7.934176,-35.2920979
510,Osias,14.5655554,121.0335158
511,El Cardo,-5.85,-79.8833329
512,Fonte do Feto,38.6259214,-9.0134196
513,Ayía Triás,38.3542718,22.9085768
514,Cabricán,15.0690612,-91.6341489
515,Potštát,49.6369249,17.651743
516,Mojoagung,-7.620317,112.3695412
517,Zhelin,29.2642495,115.3133908
518,Dongdu,36.645169,117.364633
519,Yuli,9.7031412,10.1941399
520,Krajan Caluk,-8.037728,111.4007597
521,Breda,52.3738284,4.8886159
522,Iyo,33.7622962,132.7021114
523,Cañazas,8.3102946,-81.2188355
524,Naranjal,-25.9718022,-55.1900227
525,Caen,49.1931313,-0.3907558
526,Amizmiz,31.2185473,-8.2404397
527,Färgelanda,58.567559,11.994926
528,Krajan,-7.5450262,111.6556388
529,Munsan,37.8530229,126.7842319
530,Rzhev,56.2621893,34.3028279
531,Taoyuan,24.9936281,121.3009798
532,Gwangju,35.1595454,126.8526012
533,Lyon,43.0429124,1.9038837
534,Phra Pradaeng,13.6532561,100.5633676
535,Shīnḏanḏ,33.307049,62.136421
536,Pohbango,-6.6425,111.0625
537,Roma,41.8535089,12.5556193
538,Alcaria,40.1872593,-7.5618071
539,Bisée,14.0242809,-60.9758292
540,Tamnag,6.5999999,124.8499985
541,Filipstad,59.6932155,14.1583048
542,Kumbo,6.2244851,10.6759772
543,Nueva Guadalupe,13.5353957,-88.3506468
544,Ayamaru,-1.2664363,132.0484904
545,Pribrezhnyy,54.3924957,48.577155
546,Buštěhrad,50.1559431,14.1889828
547,Nao,-8.6746707,120.3637277
548,Roche Terre,-20.0202559,57.6538221
549,Jingtou,33.120053,117.939854
550,Bestöbe,52.5017027,73.0947195
551,Ainaži,57.8552975,24.3530817
552,Oslo,59.9287227,10.883269
553,Ploso Wetan,-7.6377266,110.2722262
554,Zhangdan,28.125406,120.251605
555,Oguta,5.7055314,6.8083063
556,Siparia,10.0910494,-61.5252827
557,Hongyansi,31.255103,111.588486
558,Nedakonice,49.0333308,17.3756941
559,Jatimulyo,-7.9431343,112.6183751
560,Paris 01,43.4945737,5.8978018
561,Acobambilla,-12.67442,-75.325157
562,Shancheng,35.897702,114.184427
563,Kemiri Daya,-6.97,113.2718
564,Zaysan,47.4701444,84.8752996
565,Maunuri,-8.8899,121.2806
566,La Argentina,2.1883402,-76.2131474
567,El Pino,15.7193344,-86.9173327
568,Leuweheq,-8.2284,123.7414
569,Mempawah,0.3642599,108.954903
570,Rantaupanjangkiri,2.0454995,100.6365483
571,Sonorejo,-7.6534546,110.8046283
572,Shah Alam,2.9878652,101.549066
573,Novoukrayinka,48.3226457,31.5187617
574,At Tawāhī,12.7871909,44.9836775
575,Dagang,33.189192,120.103473
576,Pan-an,15.2113128,120.0278872
577,Andaray,-15.81143,-72.858566
578,Xibing,36.617134,101.778223
579,Divnoye,45.8697083,43.3478599
580,Wałcz,53.271709,16.4804071
581,Caldas da Rainha,39.4048977,-9.135404
582,Banjar Parekan,-8.5764876,115.2164037
583,Baborów,50.1575901,17.9852459
584,Levski,43.1434185,23.7098368
585,Lianghekou,28.379727,105.752775
586,Zarqa,32.0608187,36.0941795
587,Mount Pearl,47.5206407,-52.8076818
588,Brasília de Minas,-16.2382608,-44.4370606
589,Jiangjiazui,28.822415,112.206429
590,Xiaohe,35.202503,102.521807
591,Pestovo,58.5931974,35.8080537
592,Palmar de Varela,10.74044,-74.755272
593,Kafr Baţnā,33.5142841,36.3741834
594,Clarin,8.5531389,123.7669004
595,Aloja,57.767136,24.8770839
596,Nguru,12.8775114,10.4565159
597,Fulu,52.3716937,4.8925949
598,Ikongo,-21.9948246,47.3706554
599,Toledo,10.376766,123.63656
600,Leicheng,23.48193,109.026675
601,Al ‘Anān,14.233333,44.25
602,Manonjaya,-7.3639966,108.3207992
603,Londres,-38.9568843,-68.1247915
604,Grigiškės,54.6680772,25.1126281
605,Voronkov,50.2227764,30.903976
606,Ptení,49.5172959,16.9405351
607,Bilshivtsi,49.1835908,24.7462961
608,Skhodnya,55.9437901,37.315783
609,Cortes,14.6074523,121.1136216
610,Karangturi,-6.9895044,110.4329118
611,Oja,-6.1126806,106.8806295
612,Francistown,-21.1661005,27.5143603
613,Houston,29.7386119,-95.484013
614,Bel Air Rivière Sèche,-20.2582305,57.7544636
615,Ciparasi,-6.6513426,106.3493224
616,At Taḩālif,15.93786,48.7864
617,Mhamid,29.8257743,-5.7234007
618,Dulce Nombre de Culmí,15.0796303,-85.5586368
619,Ashton,-33.8298782,20.0509216
620,Vista Hermosa,23.7322067,-99.1829833
621,Kutno,52.3956594,19.1739321
622,Hekou,22.529403,103.93935
623,Bergen,60.3560649,5.3446343
624,Bunda,-2.0185322,33.8746152
625,Waingapu,-9.7386858,120.182022
626,Hayil,27.7076143,41.9196471
627,Jiale,31.385952,120.936058
628,Karuk,-6.2845079,107.4006862
629,El Progreso,21.2811908,-89.6651628
630,Ningzhong,24.154316,115.743753
631,Jielong,31.1655344,121.6793537
632,L'Île-Perrot,45.4235609,-73.9319061
633,Mqabba,35.84763,14.46824
634,Yuyapichis,-9.6277897,-74.9749415
635,Kabir,-8.2481387,124.2227061
636,Maliang,-7.9666204,112.6326321
637,Prengtale,-7.0972,113.6404
638,Eshan,24.168957,102.405819
639,Rače,46.4536674,15.6777494
640,Xinyang,32.147679,114.091192
641,Beylagan,39.7723073,47.6154166
642,Macia,-25.0263578,33.1070309
643,Xiaomian,39.937881,116.4080926
644,Dawu,30.979545,101.125237
645,Bilyarsk,54.9794837,50.3850925
646,Huixing,29.684901,106.602255
647,Ipu,-4.3220187,-40.7092475
648,Shamanka,52.0715558,103.8262447
649,Ketovo,55.3479146,65.323903
650,Tigbaw,11.1179302,123.0099723
651,Cayang,11.0430889,123.9601672
652,Zākhū,37.1504622,42.6726771
653,Rabah,13.1225519,5.5053129
654,Masarayao,11.1300808,124.6005108
655,Shushicë,41.0923609,20.1563519
656,Shangdundu,27.937146,116.298866
657,Angochi,12.5179287,-69.9624781
658,Guicheng,23.03616,113.197169
659,Cruzeiro,-22.573256,-44.9693894
660,Santo Antônio do Amparo,-20.9475888,-44.913073
661,Kalinovskoye,52.958682,48.319948
662,Tinogasta,-34.6175845,-58.5213843
663,Heydərabad,39.7231403,44.8476661
664,Gembu,6.7205676,11.2580472
665,Mertani,-7.0065012,112.3784821
666,Zhosaly,45.4852437,64.0818612
667,Cigaluh,-6.2265897,106.5153134
668,Bordeaux,45.697904,0.964671
669,Courtaboeuf,48.695223,2.190167
670,Zhuangxing,30.8988598,121.381313
671,Paris 08,43.4945737,5.8978018
672,San Marcos,14.4103464,-88.9521595
673,Buur Gaabo,2.7991084,44.0793911
674,Cete,41.1733305,-8.3619748
675,Milín,49.6933676,14.0095887
676,Yingcui,23.0668254,113.2996685
677,Pataha,-6.2366306,106.7997862
678,Qīr Moāv,31.18248,35.69999
679,Yunxi,32.993182,110.425983
680,Seraya,-8.412098,119.866554
681,Los Córdobas,8.89508,-76.35459
682,Pubal,37.29167,127.50778
