Plate,City Name,Latitude,Longitude
103,Ganja,40.6878581,46.3723313
104,Zhenqiao,32.513883,118.677372
105,Ratoath,53.5050031,-6.4671298
106,Morales,15.475069,-88.826313
107,Londres,-38.9568843,-68.1247915
108,Ribas do Rio Pardo,-20.6444521,-53.5635637
109,Staropyshminsk,56.9362366,60.8962022
110,Jalatrang,-7.2467407,108.3474974
111,Karak City,31.1853497,35.7047733
112,Jimenez,8.3331847,123.8426301
113,Volary,48.9088164,13.8865743
114,Pámfylla,39.15667,26.52167
115,Plateliai,56.0372083,21.8173884
116,Räpina,58.0935206,27.4104797
117,Zavolzh’ye,56.6203091,43.4086631
118,Jiangchuan,24.287534,102.753733
119,Congonhas,-20.4993469,-43.8613566
120,Kezileboyi,39.386508,76.54461
121,Yingcui,23.0668254,113.2996685
122,Hazlov,50.1611633,12.2816034
123,Gyōda,36.1407681,139.4602367
124,Tambo,-12.95689,-74.023193
125,Xiangjia,39.8833665,116.4379492
126,Johor Bahru,1.5484759,103.7983752
127,Caikouji,36.13521,107.382043
128,Lombo Meão,40.5470957,-8.7012507
129,Valuyki,50.2350707,38.0596975
130,Chengzihe,45.33697,131.011304
131,Portela,39.7500822,-8.9421044
132,Dobrich,43.572786,27.8272802
133,Jarash,32.2746515,35.8960765
134,Gotemba,35.2868468,138.8850313
135,Dagestanskiye Ogni,42.1090506,48.1941426
136,Zmiyëvka,52.6656693,36.3693158
137,Quarteira,37.1029277,-8.0989597
138,Nenotes,-9.796549,124.6773561
139,Khagrachhari,22.9155908,91.8580145
140,Ciengang,-7.0181673,107.0007987
141,Vũ Thư,20.4343787,106.2757514
142,Hanušovice,50.0804826,16.9364145
143,Ialoveni,46.9656528,28.7657722
144,San Felipe,19.8022278,-98.7067059
145,Yingkeng,28.888555,120.047651
146,Stryszów,49.8135834,19.6147046
147,Mauren,47.2391802,9.5572045
148,Lomba,40.862786,-8.4731932
149,Ghayl Bā Wazīr,14.773124,49.3805473
150,Villa Bisonó,19.465891,-70.6778574
151,Resplendor,-19.2277915,-41.1602597
152,Ishige,38.1600508,138.3046891
153,Trollhättan,58.2834894,12.2858206
154,Laka,-6.1560113,106.90896
155,Peskovka,59.0405545,52.3557986
156,Ţahţā,26.7647964,31.4982868
157,Suncheon,34.950637,127.4872135
158,Vári,37.8334351,23.802873
159,Липково,42.1570936,21.5852425
160,Ostrožská Nová Ves,49.0132543,17.4380293
161,Nanzamu,41.96014,124.411343
162,Union,14.5792342,120.9965883
163,Iłowo -Osada,53.1664955,20.2914434
164,Concordia,-34.6020021,-58.5006278
165,Gayny,60.3278292,54.3033879
166,Bohdalov,49.4744879,15.8691305
167,Huilong,30.304377,103.686294
168,Kimry,56.9396428,37.3590646
169,Xarrë,39.7271767,20.0598549
170,Féres,40.8942408,26.1722017
171,Žabčice,49.0054448,16.598735
172,São Paulo de Olivença,-3.6499007,-69.097023
173,Talitsa,56.8810476,60.0156754
174,Wu’erbu Baolige,48.071593,119.059106
175,Migues,-34.4867748,-55.6287206
176,Boca Raton,26.4068381,-80.1058665
177,Uppsala,59.8503114,17.5896168
178,Sangtian,27.122273,116.571317
179,Kyzyl-Kyya,40.2487413,72.1297653
180,Obigarm,38.7236645,69.7286928
181,Shingū,33.6571965,135.9491482
182,Istaravshan,39.8772715,69.0254926
183,Wangwu,35.2,112.1666667
184,Huanxi,26.559358,113.606055
185,Wunat,-8.5262,120.2214
186,Rueil-Malmaison,48.8708001,2.166848
187,Chenzui,25.770509,113.014717
188,Salto,-23.207633,-47.2997218
189,Meishan,30.07728,103.848396
190,Wuma,28.01082,120.663064
191,Verrettes,19.0487026,-72.4701945
192,Washington,38.86,-76.99
193,Rasūlnagar,32.3909084,74.0572226
194,Kyaikto,17.3124678,97.0149006
195,Banyutengah,-6.893751,112.4514977
196,Rafaï,4.9801882,23.941751
197,Thị Trấn Yên Thịnh,18.178456,105.7028457
198,Sampacho,-31.4531985,-64.1565402
199,Lorraine,45.6628665,-73.8134978
200,Nancha,47.138034,129.283467
201,Shangrao,28.454862,117.943433
202,Nantai,36.331344,117.268835
203,Hila,-3.6005866,128.1160213
204,Akat Amnuai,17.686931,103.9608091
205,Gavinhos de Baixo,40.3727775,-7.8600447
206,Otjimbingwe,-22.3531369,16.1286901
207,Kiambu,-1.1748105,36.8304102
208,Shangxing,31.026665,119.910952
209,Lewoeleng,-8.3408114,123.6231723
210,Galleh Manda,13.449097,-14.769285
211,Xigangzi,46.190375,126.656651
212,Fukui-shi,36.1473783,136.1682227
213,Aguiar da Beira,40.816453,-7.5454104
214,New Leyte,14.3407483,121.0650042
215,Cangshan,26,99.8333333
216,Xinhua,38.05106,114.463347
217,Mirny,62.5412431,113.9960031
218,Garunggang,-2.7968956,115.1859517
219,Loučovice,48.6138851,14.2281446
220,Pushkino,39.4598833,48.5509813
221,Komarno,49.6287673,23.6955367
222,Bang Kaeo,7.4286324,100.1927389
223,Shatian,22.919769,113.618216
224,Berëzovka,58.3492338,45.5173688
225,Alor Setar,6.1244023,100.3674801
226,Rongai,-1.3938636,36.7442377
227,Cinangka,-6.3651357,106.7617984
228,Kanganpur,30.8273337,74.1000849
229,Khodasy,53.9266,31.4779
230,Toulouse,43.6017884,1.4040802
231,Hägersten,59.2971622,18.0077821
232,Malpique,39.4364103,-8.2988008
233,Tarangnan,11.9138004,124.7811016
234,San Miguel,8.955271,126.009711
235,Changzheng,31.23285,121.467218
236,Ngadipuro,-7.1030309,112.1579249
237,Mendes,-22.5284121,-43.7334089
238,Gaoyi,37.615159,114.611433
239,Tete,-16.1328104,33.6063855
240,Medellin,11.0871586,123.9861013
241,Lazaro Cardenas,17.9567646,-102.1943485
242,Baiyangwan,31.363344,120.547358
243,Tyresö,59.2243365,18.2620496
244,Ciburial,-6.8575149,107.6422488
245,Agodim,39.8088955,-8.7332644
246,Chengtou,30.572815,104.066801
247,Yosowilangun,-8.2361656,113.2874692
248,Tielu,34.639007,104.450091
249,Chorotis,-27.9145782,-61.4014775
250,Nyima,31.784701,87.236772
251,Hualin,44.691336,129.696957
252,Amirdzhan,40.42639,49.98361
253,Rukaj,41.376241,19.7881955
254,Saint-Bruno,45.5257774,-73.3436918
255,Brooklyn,40.68,-73.95
256,Las Parejas,-34.5872079,-58.494505
257,Ganjur,-7.0954176,110.6909294
258,Police nad Metují,50.5368675,16.2335098
259,Fufang,22.8811032,113.622578
260,Ústí nad Labem,50.7070737,14.0050148
261,Sadao,7.2077348,100.595029
262,Marseille,43.7441795,2.511999
263,Dinaig,7.1849927,124.1839966
264,Heshan,22.765392,112.964446
265,Pozhang,29.003994,92.564016
266,Baojia,34.363184,107.237743
267,Xiaohebian,23.116912,113.30928
268,Uppsala,59.8637584,17.6205874
269,Pospelikha,51.9886098,81.8433417
270,Libas,15.8785099,120.3186429
271,Shamkhor,40.8288144,46.0166879
272,Magisterial,19.2949759,-99.110685
273,Włocławek,52.6446193,19.0339855
274,Ban Bang Kadi Pathum Thani,13.9619203,100.5461093
275,Nakło nad Notecią,53.14214,17.60181
276,Gostovići,43.7356628,17.8317085
277,Zasip,46.388909,14.1071599
278,Yataity del Norte,-24.8472072,-56.3530514
279,Hedi,34.393136,115.865746
280,Menuma,36.2251676,139.3781659
281,Calibishie,15.5891445,-61.3531023
282,Jinxiang,35.066619,116.311532
283,Belfort,47.613861,6.785553
284,Huizhai,23.477539,116.013047
285,Bascaron,13.1029,123.6999
286,San Francisco,20.8965838,-105.4093552
287,Pyrgetós,39.9179113,22.595535
288,Liancheng,25.710538,116.754472
289,Xitiangezhuang,40.400903,116.771211
290,Rubio,7.6988579,-72.3607108
291,Jiujiang,29.705077,116.00193
292,Chengxi,36.628305,101.765843
293,Alto de la Estancia,8.5974312,-80.1791368
294,Lodwar,3.1155165,35.6040785
295,Río Sereno,8.8287071,-82.864463
296,Hanyuan,29.344616,102.652483
297,Nasavrky,50.025483,16.2590848
298,Ratnapura,6.6814285,80.399764
299,KwaMbonambi,-28.6038255,32.086585
300,Daqingshan,45.6467048,122.8448203
301,Zaoxi,32.92312,115.805297
302,Sobotka,50.4674149,15.1761989
303,Rudnichnyy,55.3226595,38.7095805
304,Momil,9.239504,-75.6767349
305,Cibunar,-6.3413734,106.5495683
306,Əhmədbəyli,39.5791451,47.5422138
307,Sukoanyar,-8.0914709,112.718192
308,Xikou,29.689847,121.28259
309,Teno,-34.8702993,-71.1664033
310,Liaoyang,41.267244,123.236944
311,Pasirhaur,-6.5975194,106.3404925
312,Mehendiganj,22.8275824,90.5247893
313,Shezhu,31.317494,119.276426
314,Xianqiao,27.7845955,120.6706833
315,Tabunok,10.2635715,123.8394629
316,Santa Lucía Cotzumalguapa,14.3330959,-91.0245073
317,Shitan,27.754532,112.723615
318,Wang Nam Khiao,14.41747,101.863168
319,Wasogolo,-8.6268,120.4599
320,Mandi Bahāuddīn,32.5992796,73.4803095
321,Kalávryta,38.033281,22.1103462
322,Lanling,34.857149,118.07065
323,Rashaant,49.1169513,101.449837
324,Marcara,-9.3224332,-77.6034894
325,Barotac Viejo,11.0657173,122.8454491
326,Himeji,35.4297161,134.3869188
327,Takengon,4.6344789,96.8427394
328,Baraguá,21.6936233,-78.6313624
329,Zmiyëvka,52.6656693,36.3693158
330,Machico,32.715164,-16.765857
331,Quanshang,30.471857,104.983818
332,Haghartsin,40.8016728,44.891109
333,Alanga,-2.9481126,104.6937674
334,Sabaneta,18.8104433,-71.2236939
335,Shiling,23.460728,113.151596
336,Castainço,40.9951643,-7.4476838
337,Shlissel’burg,59.940313,31.0466749
338,Yakimovo,43.6347968,23.3663219
339,Sumberagung,-8.557437,114.0369075
340,Staronizhestebliyevskaya,45.376576,38.4403145
341,Orléans,47.895835,1.853886
342,Gīdolē,5.6497493,37.3693679
343,Yacuiba,-22.0227557,-63.6775234
344,Kołczygłowy,54.2388118,17.2312846
345,Al Maţarīyah,30.1253988,31.3181252
346,Lisia Góra,50.0994713,21.0432139
347,Stuttgart Stuttgart-Mitte,48.7643143,9.1752629
348,Moulay Abdallah,33.1963963,-8.587212
349,Huquan,39.73287,98.494548
350,Kyoto,34.9540542,135.7515062
351,Licheng,25.431829,119.015255
352,Banyuurip,-7.2719005,112.7196817
353,Tha Tako,15.670299,100.4846227
354,Zhili,39.914373,116.454205
355,Lubbock,33.5465493,-101.85193
356,Colombes,48.923882,2.2593884
357,Amsterdam Noord west,52.331282,4.93136
358,Catriel,-34.6893026,-58.5247124
359,Bāniyās,35.1852624,35.9533322
360,Ilek,59.954793,30.2145439
361,Bailadores,8.2563795,-71.8260021
362,Yonghe,36.759507,110.632006
363,Borås,57.7313899,12.9130426
364,Rublëvo,55.7242814,37.1853286
365,Semikarakorsk,47.5155739,40.8140313
366,Poitiers,46.5838069,0.3350126
367,Nahariya,33.0085361,35.0980514
368,Mendeleyevskiy,55.9070639,52.2871629
369,Ngrejo,-8.2412718,112.0744643
370,Balakhninskiy,57.995662,114.2615751
371,Battambang,13.09573,103.2022055
372,Stare Juchy,53.9303755,22.192721
373,Liulin,37.429832,110.88907
374,Walichnowy,51.29579,18.38073
375,Ashikaga,36.2761885,139.5356365
376,Jiangtun,31.920658,120.284938
377,Jianshan,46.64635,131.158416
378,Čajetina,43.7504777,19.7142007
379,Xiyang,37.612712,113.707184
380,Pucón,-39.2722541,-71.9776285
381,El Refugio,32.463219,-116.827715
382,Rakiv Lis,51.6203554,24.9194195
383,Baoxing,30.368126,102.814531
384,Lille,44.1675867,2.0308233
385,Kopparberg,59.870238,15.0061548
386,Sanjiang,25.783198,109.607675
387,Nevinnomyssk,44.6381341,41.9381568
388,Tohautu,-17.6509195,-149.4260421
389,El Paisnal,13.9755122,-89.217002
390,Yangyuan,40.104663,114.150348
391,Säffle,59.132661,12.930107
392,Meniko,35.1148773,33.1435877
393,Cafayate,-34.6802091,-58.4747517
394,Penedo,41.1163724,-8.2693138
395,Wenceslau Braz,-23.8714093,-49.8024588
396,Baltimore,39.2957066,-76.5697075
397,Wanhu,25.200027,119.482942
398,Tete,-16.1328104,33.6063855
399,Changhua,24.0716583,120.5624474
400,Genova,44.3972703,8.9714623
401,Mporokoso,-9.3790072,30.1242853
402,Srebrenik,44.7074706,18.4918915
403,Baziqiao,30.9329039,121.4518015
404,Olo,-7.5754887,110.8243272
405,Toshkivka,48.7790663,38.564841
406,Klapagada,-7.6181938,109.1508428
407,Sancha,40.570338,116.554665
408,Jalinan,-6.1841954,106.8310178
409,Weixin,27.8469,105.049027
410,Jincheng,35.490701,112.851831
411,K’ulashi,42.2064232,42.3448676
412,Pandanrejokrajan,-7.9780918,112.8007246
413,Malishka,39.7376099,45.3925813
414,Bugo,8.5067807,124.759938
415,La Paz,-34.6906944,-58.601544
416,Xindi,22.6680599,113.2327987
417,El Hermel,34.36441,36.4158225
418,Feliciano,14.6927715,121.0162168
419,Ginir,7.1402468,40.7107871
420,Kalungu,-0.8897256,29.7831356
421,Methóni,36.8199022,21.7063018
422,Bulusari,-6.9775856,110.5424021
423,Granica,50.6696898,18.2791747
424,Oymak,47.87809,86.98955
425,Jieshou,33.258244,115.374821
426,Namibe,-15.1978317,12.1575544
427,Sebadelhe,41.0529013,-7.2705019
428,Shebalino,51.290778,85.6677519
429,Xuri,31.988669,100.682238
430,Cipeundeuy,-6.7299868,107.359399
431,Cocabamba,-6.6,-78.016667
432,Kalpin,40.508339,79.047291
433,Palmas de Monte Alto,-14.1500098,-43.2521507
434,Farsta,59.2348351,18.100292
435,Itapetininga,-23.5795137,-47.9985512
436,Enschede,52.211713,6.8954592
437,Qiaotou,28.168408,120.482198
438,Zoumachang,27.87132,105.20105
439,Cumming,35.1307639,-118.5882119
440,Sobrosa,41.2479207,-8.3626963
441,Bantar,-6.3396406,106.9889904
442,Karlskoga,59.3138173,14.4937714
443,Stockholm,47.0163969,-68.1430029
444,Bīr Nabālā,31.851182,35.200835
445,Lokosovo,61.1331274,74.8362662
446,Baixi,31.874138,103.573122
447,Solidaridad,20.6523028,-87.0696273
448,Maras,-13.3346641,-72.1579033
449,Pinggang,22.385929,111.688745
450,Dumalneg,17.9410217,120.5817801
451,Semang,-7.0051453,110.4381254
452,Maraã,-2.3019472,-65.0008536
453,Pore,5.7265629,-71.993941
454,Kajanan,-6.160726,106.915202
455,Palca,-11.3442564,-75.5655147
456,Longyuanba,24.937517,114.455815
457,Assis,-22.6604341,-50.4187813
458,Umeå,63.8436672,20.3049868
459,San Martin,8.579016,124.770656
460,Boucinha,42.073507,-8.3872537
461,Toyota,37.9570614,138.3380852
462,Taiping,53.3004898,-6.2634596
463,Novozavedennoye,44.2643449,43.6369585
464,Juiz de Fora,-21.7699268,-43.3309142
465,Indaial,-27.0032601,-49.2435998
466,Sajia,28.899664,88.021674
467,Serravalle,43.9704382,12.4867883
468,Gyangqai,34.151579,100.447492
469,Laoqiao,31.364902,108.249509
470,Montélimar,44.5590244,4.7447501
471,Sijiu,22.3995577,112.5522592
472,Chama,-11.2166885,33.1604555
473,Paucar,-6.9970846,-76.1660561
474,Datun,40.621506,119.9745295
475,Qarqīn,37.4202216,66.0195894
476,Villa Gesell,-34.7368519,-58.5019467
477,Panadura,6.7527994,79.8949309
478,Limulan,6.4946003,124.1086807
479,Strellc i Ulët,42.58063,20.31619
480,Quezon City,14.700389,121.090098
481,Alvito de São Pedro,41.604029,-8.5920192
482,Bronnitsy,55.4055305,38.2447393
483,Dumalinao,7.813374,123.362634
484,Caoxi,35.657343,107.730679
485,Floreşti,47.0302849,28.7847456
486,Yaojiagou,21.857958,111.982232
487,Diego de Almagro,-26.3902488,-70.0475302
488,Baklashi,52.222333,104.022
489,Chotepe,15.4269392,-87.9775787
490,El Soberbio,-27.284815,-54.198107
491,Vila Nova de Santo André,38.0531218,-8.7524636
492,Trompsburg,-30.0263293,25.7797078
493,Meghrashen,40.6690083,43.9553461
494,Huaraz,-9.5261154,-77.5287792
495,Foundiougne,13.81425,-16.4405872
496,Barroso,-21.1880429,-43.9759925
497,Liangbing,43.193399,128.7887591
498,Longhuashan,43.8384389,126.6028353
499,Santa Cruz de El Seibo,18.7597777,-69.0362184
500,Birni N Konni,13.7946714,5.2527741
501,Albuquerque,35.1332903,-106.6167113
502,San Vicente,14.7596318,121.0589081
503,Milton,43.5167511,-79.8576828
504,Puerto Parra,6.6103028,-73.8889499
505,Kyzyl-Oktyabr’skiy,54.5107844,53.4440122
506,Luqiao,28.582654,121.365123
507,Baku,40.4092617,49.8670924
508,Gubuk Daya,-8.5693,116.6242
509,San Nicolás,14.9415552,-88.3263603
510,Trakan Phut Phon,15.610054,105.019512
511,Chile Chico,-46.5409005,-71.7222795
512,Yuyue,31.9617032,119.5738403
513,Metz,49.116169,6.1807997
514,Xinzhaiping,28.929108,110.069347
515,Las Piñas,14.4514337,120.9791625
516,Zhongxiao,31.068932,121.397142
517,Andovoranto,-18.9549753,49.1082407
518,Paris 08,43.4945737,5.8978018
519,Hữu Lũng,21.5659824,106.2992912
520,Leninskoye,54.9536614,73.3865836
521,La Carlota,10.4228104,122.9137477
522,Prochowice,51.27304,16.3653
523,Nueva Helvecia,-34.3042878,-57.2310521
524,Luchenza,-16.0100923,35.3082117
525,San Bernardino,14.5427102,-91.4587127
526,Wuluo,28.0896014,108.7986202
527,Tandel,49.8981606,6.1826331
528,Sawankhalok,17.3091916,99.8434475
529,Prabuty,53.7558642,19.2045339
530,Belfast,46.08341,-62.88197
531,Culasian,11.228282,124.572975
532,San Juan,18.4180126,-66.0671709
533,Viljakkala,61.7016711,23.2638837
534,Ezhou,30.39194,114.894843
535,Palampal,-6.967,113.7517
536,Wangzuizi,36.222959,107.788257
537,Warin Chamrap,15.1955811,104.8304807
538,Sapporo,43.0150759,141.4098346
539,Zuwārah,32.9234588,12.0775411
540,Krajan,-7.5450262,111.6556388
541,Gémeos,41.401292,-8.2582067
542,Hwasun,35.0645029,126.9864799
543,Capilla del Monte,-31.4753699,-64.2123183
544,Diaowei,34.292103,107.531655
545,Ciburial,-6.8575149,107.6422488
546,Semampir,-7.2114552,112.7450068
547,Shangbahe,31.2303904,121.4737021
548,Baní,18.2540705,-70.3600393
549,Aurora,39.6599999,-104.84
550,Bromma,59.3347189,17.9346454
551,Dongfanghong,41.1846097,80.3038321
552,Kamionka Strumitowa,50.0994726,24.3454482
553,Antipino,58.9918209,55.1890813
554,Vladivostok,43.1195464,131.8841502
555,Sruni,-7.3977218,112.7226611
556,Isawa,32.9760392,132.9645335
557,Cicheng,29.978387,121.449972
558,Zubin Potok,42.9148171,20.6897443
559,Duma,37.5957943,107.411996
560,Zhoupi,24.246246,114.029079
561,Karlstad,59.3648079,13.4965215
562,Bulualto,12.6679167,123.9881642
563,Wanzhai,22.276022,114.1751471
564,Mişrātah,32.3196827,15.1025075
565,Sidamukti,-6.858925,108.2080973
566,Banjar Paangkelod,-8.6791477,115.1786531
567,Karangpawitan,-7.2131965,107.9487338
568,Wanying,33.048227,120.575443
569,Macia,-25.0263578,33.1070309
570,Vitória de Santo Antão,-8.1224204,-35.2888717
571,Miaotang,28.579409,110.090436
572,Kampungtengah,-6.2900045,106.8672736
573,El Arañado,-31.4774881,-64.2278386
574,Shchūchīnsk,52.9352213,70.188509
575,Wright,14.8162948,120.2835463
576,Tuopu Luke,41.0233069,80.2697382
577,Calubcub Dos,13.7501,121.41492
578,Stockholm,59.3164285,18.0590482
579,Duboka,44.5360294,21.7764171
580,Portelinha,39.6920939,-8.4272356
581,Svetlograd,45.3180513,42.846668
582,Norton,53.3326454,-1.4631269
583,Thị Trấn Mù Cang Chải,21.8528313,104.0836104
584,Bayog,7.9582714,123.0531165
585,Milanów,51.7118861,22.9024512
586,Armenta,15.5724296,-88.0350859
587,Izhmorskiy,56.1966377,86.6235938
588,Mutis,6.223561,-77.404109
589,Vigan,14.6032396,121.0095407
590,San Juan Nepomuceno,9.95114,-75.083828
591,Hengshan,39.672791,113.732809
592,Milwaukee,43.0751316,-88.0379517
593,Kedungasem,-7.7976449,113.2305123
594,Tucson,32.2342478,-111.0033984
595,Puro Pinget,17.67967,120.35883
596,Yanhe,28.563927,108.50387
597,Kishiwada,34.7266084,135.6196126
598,Maués,-3.3851176,-57.7146588
599,Berlin,52.4639426,13.3728893
600,Norakert,40.2627673,45.7004954
601,Shinshiro,35.1982076,136.9683227
602,Nagaracinta,-7.293851,107.8151785
603,Bulo,15.9535593,121.1098151
604,Avignon,43.8317876,4.3686291
605,Chenfangji,28.053959,116.55989
606,Nishiwaki,35.0743086,134.8867891
607,Tonggu,28.520769,114.371172
608,Tamano,37.7688197,140.7154397
609,Dobra,53.5659675,15.28454
610,Manat,16.012494,120.2822878
611,Rochester,43.15,-77.63
612,Tongshan,29.605376,114.482606
613,Sorren Daya,-6.9236,113.2611
614,Los Andes,1.5156,-77.49498
615,Yläne,60.7428382,22.5352853
616,Tieling,42.223828,123.726035
617,Bang Nam Priao,13.871805,101.052868
618,Baishigou,22.533583,113.968498
619,Nacaome,13.5369065,-87.485158
620,Bollène,45.137411,3.812874
621,Kaltan,55.7813005,37.6003808
622,Karema,-6.81357,30.4326
623,Évry,48.6277459,2.4381665
624,Talnakh,69.4976485,88.3994723
625,Luohuang,29.343221,106.427649
626,Krahës,40.4407041,19.8451169
627,Nsukka,6.8429422,7.3732655
628,Likiep,9.82511,169.31065
629,Oyskhara,43.2608797,46.2407529
630,Digos,14.6843598,121.0928711
631,Gugut,-8.1807254,113.6055854
632,Pa Mok,14.4980456,100.4424658
633,Cachachi,-7.4509461,-78.2696832
634,Dobre Miasto,53.9867,20.39746
635,Weetombo,-9.566,119.1284
636,Нераште,42.10667,21.10889
637,Al Masallamiyya,14.5748,33.3373
638,Ōkawa,24.3401994,124.1578052
639,Baloc,15.6432256,120.8898149
640,Nowe Miasto nad Pilicą,51.62883,20.52487
641,Odivelas,38.1678374,-8.1496483
642,Linköping,57.9936068,16.3041503
643,Tagog,-6.6672821,108.4271062
644,Anjia,30.638674,119.680353
645,Tinambac,13.8954365,123.4123877
646,Nybro,56.7525624,15.9009317
647,Susunan,0.5527836,123.0563144
648,Kandahār,31.628871,65.7371749
649,Hangji,32.360409,119.549352
650,Ibiúna,-23.8107528,-47.1752123
651,Huaizhong,27.086662,114.36721
652,Kazlų Rūda,54.7528249,23.4915345
653,Qal‘eh-ye Khvājeh,32.2048631,49.4453295
654,Santa María de Caparo,7.766667,-71.466667
655,Plaza Huincul,-32.9677252,-68.8493333
656,Mysiadło,52.1028471,21.0281495
657,Opočno,50.2609615,16.101507
658,Maguan,-7.666671,111.8359916
659,Wuling,29.028766,111.697912
660,Kotabaru,-3.0029841,115.9467997
661,Stockholm,47.0203676,-68.1435063
662,Jantake,-7.2475,108.1563
663,Lamam,-3.3245445,114.6193373
664,Houston,29.7386119,-95.484013
665,Vadstena,58.4405927,14.8914165
666,Huangban,28.246367,109.169053
667,Youngstown,41.1071733,-80.5993854
668,Saint-Lô,49.0993758,-1.0793373
669,Pithári,35.5155989,24.1076107
670,Brandfort,-28.6903818,26.4577466
671,Margara,40.03553,44.1783042
672,Oekefan,-9.8550137,124.2949409
673,Luoping,24.884626,104.308675
674,Nicoya,10.142762,-85.454983
675,Kutacane,3.4802964,97.8120924
676,Annecy,45.925854,6.1250598
677,Nanqiao,32.200197,118.41697
678,Qingshi,30.0781136,102.7319467
679,Mingguang,32.777055,117.989199
680,Vidyayevo,68.88333,33.01667
681,Xunzhai,28.34343,120.489051
682,Glasgow,55.8709949,-4.2494388
683,Guaduas,5.067291,-74.595361
684,Sendang,-7.935395,111.8210866
685,Malaryta,51.7925615,24.0739629
686,Val-d'Or,48.1041936,-77.7963772
